Trabajador;Cédula;Fecha;Entrada;Salida;Minutos Tarde;Observación
Harrison Rengifo;67687432;2025-08-03;07:56;16:06;26;Tarde
Santiago Puerta;23619300;2025-07-31;08:04;16:01;34;Tarde
Sebastian Garcia;62090786;2025-05-11;08:25;16:29;55;Tarde
Ana Torres;65964319;2025-04-30;08:05;15:42;35;Tarde
Samuel Bernal;14327503;2025-08-12;07:40;16:03;10;Tarde
Harrison Rengifo;58247919;2025-05-01;07:45;15:44;15;Tarde
David Morales;30789398;2025-03-24;07:44;15:14;14;Tarde
Samuel Bernal;74858236;2025-06-17;08:12;16:33;42;Tarde
Sebastian Garcia;15090623;2025-08-22;08:19;15:57;49;Tarde
David Morales;12305008;2025-04-06;07:35;15:13;5;Tarde
David Morales;83466309;2025-04-16;08:03;16:28;33;Tarde
Sebastian Garcia;34132128;2025-07-28;07:31;15:26;1;Tarde
Harrison Rengifo;57389745;2025-08-14;07:48;15:49;18;Tarde
Maria Sanchez;83421830;2025-05-15;08:20;15:52;50;Tarde
Carlos Perez;80435672;2025-06-09;07:35;15:51;5;Tarde
Cristian Sierra;57993069;2025-06-12;07:41;15:46;11;Tarde
Santiago Puerta;86389364;2025-02-28;07:47;15:23;17;Tarde
Maria Sanchez;92342225;2025-03-05;08:29;16:53;59;Tarde
Cristian Sierra;74914619;2025-08-06;08:06;15:37;36;Tarde
Sebastian Garcia;14932673;2025-07-20;07:33;15:21;3;Tarde
Samuel Bernal;33030468;2025-07-28;08:27;16:12;57;Tarde
Cristian Sierra;55807082;2025-05-13;08:04;16:14;34;Tarde
Cristian Sierra;57655563;2025-05-24;08:17;16:36;47;Tarde
Samuel Bernal;75835436;2025-04-17;08:18;16:20;48;Tarde
Samuel Bernal;66069316;2025-08-17;07:52;15:24;22;Tarde
Santiago Puerta;98443272;2025-03-25;08:29;16:05;59;Tarde
Cristian Sierra;76781500;2025-05-07;08:14;16:42;44;Tarde
Laura Gomez;12321530;2025-01-20;07:34;15:42;4;Tarde
Laura Gomez;31328773;2025-04-23;07:46;15:38;16;Tarde
Maria Sanchez;22978585;2025-07-24;07:59;15:31;29;Tarde
Carlos Perez;43311729;2025-03-27;07:51;16:18;21;Tarde
Santiago Puerta;87852051;2025-03-01;08:25;16:50;55;Tarde
Santiago Puerta;66924517;2025-05-22;08:24;15:56;54;Tarde
Santiago Puerta;50348061;2025-04-18;07:56;15:31;26;Tarde
Samuel Bernal;32843449;2025-06-07;07:36;15:55;6;Tarde
Harrison Rengifo;76378703;2025-06-14;08:22;16:48;52;Tarde
Santiago Puerta;96448182;2025-03-30;08:14;16:18;44;Tarde
Sebastian Garcia;48585076;2025-07-29;07:44;16:09;14;Tarde
David Morales;84010410;2025-01-07;08:02;15:39;32;Tarde
Ana Torres;19917940;2025-06-13;07:56;16:13;26;Tarde
Ana Torres;63868982;2025-05-09;08:22;16:09;52;Tarde
Ana Torres;63182233;2025-02-20;07:48;15:36;18;Tarde
Sebastian Garcia;58888197;2025-02-01;08:26;16:37;56;Tarde
Laura Gomez;75558291;2025-02-16;07:47;16:06;17;Tarde
Sebastian Garcia;20001944;2025-05-08;07:52;16:15;22;Tarde
Laura Gomez;47178715;2025-04-07;07:34;15:57;4;Tarde
Samuel Bernal;28856841;2025-08-22;07:54;15:45;24;Tarde
Santiago Puerta;79336841;2025-07-11;08:09;16:09;39;Tarde
Cristian Sierra;13632270;2025-03-05;07:51;15:30;21;Tarde
Harrison Rengifo;14495482;2025-05-10;07:46;15:40;16;Tarde
Samuel Bernal;16011426;2025-02-17;08:08;16:18;38;Tarde
Maria Sanchez;79981555;2025-06-29;08:17;16:11;47;Tarde
Ana Torres;81116857;2025-07-25;08:03;15:39;33;Tarde
Carlos Perez;99585165;2025-08-12;07:34;15:16;4;Tarde
Ana Torres;54210711;2025-06-07;07:34;15:20;4;Tarde
Cristian Sierra;70558489;2025-03-05;08:15;16:12;45;Tarde
Harrison Rengifo;12261518;2025-04-07;08:00;15:36;30;Tarde
Cristian Sierra;96822280;2025-03-24;08:14;16:28;44;Tarde
David Morales;66426499;2025-03-19;08:05;16:14;35;Tarde
Maria Sanchez;99786275;2025-03-04;07:59;15:33;29;Tarde
Sebastian Garcia;13909244;2025-04-07;07:54;16:09;24;Tarde
Maria Sanchez;86399847;2025-07-30;07:49;15:27;19;Tarde
Laura Gomez;77866000;2025-07-14;08:26;16:15;56;Tarde
Carlos Perez;52861521;2025-06-22;07:59;15:48;29;Tarde
Sebastian Garcia;15686697;2025-05-01;08:14;16:23;44;Tarde
Ana Torres;79375900;2025-05-09;08:30;16:16;60;Tarde
Sebastian Garcia;28940843;2025-02-28;08:21;15:59;51;Tarde
Ana Torres;65210847;2025-07-22;07:36;15:35;6;Tarde
Samuel Bernal;47111225;2025-05-22;07:56;16:12;26;Tarde
Sebastian Garcia;68342334;2025-06-13;08:12;16:21;42;Tarde
Laura Gomez;57435158;2025-05-31;07:55;15:56;25;Tarde
Maria Sanchez;25692533;2025-08-11;08:04;15:50;34;Tarde
Cristian Sierra;58821826;2025-01-29;08:12;16:00;42;Tarde
Samuel Bernal;29949358;2025-01-16;08:11;15:47;41;Tarde
Samuel Bernal;77908542;2025-01-22;08:01;15:46;31;Tarde
Sebastian Garcia;79290843;2025-05-28;08:08;16:17;38;Tarde
Cristian Sierra;64998063;2025-05-01;07:52;15:29;22;Tarde
Sebastian Garcia;95290640;2025-06-29;07:58;16:24;28;Tarde
Laura Gomez;30710135;2025-02-11;07:32;15:23;2;Tarde
Sebastian Garcia;89051873;2025-02-11;08:21;16:04;51;Tarde
Maria Sanchez;61156840;2025-05-14;07:50;16:20;20;Tarde
Cristian Sierra;70426579;2025-07-15;07:50;15:42;20;Tarde
Harrison Rengifo;84670958;2025-04-10;07:54;16:06;24;Tarde
Harrison Rengifo;81145142;2025-07-26;07:49;15:57;19;Tarde
Carlos Perez;41936044;2025-05-05;08:30;16:34;60;Tarde
David Morales;52131344;2025-08-14;08:14;16:04;44;Tarde
Carlos Perez;83427679;2025-05-06;08:26;16:11;56;Tarde
Maria Sanchez;79494099;2025-01-27;08:14;16:25;44;Tarde
Maria Sanchez;80204755;2025-05-18;08:03;16:06;33;Tarde
Samuel Bernal;89539706;2025-05-01;08:17;16:21;47;Tarde
Sebastian Garcia;77862340;2025-02-25;08:00;16:27;30;Tarde
Carlos Perez;20263091;2025-04-18;08:11;16:00;41;Tarde
Samuel Bernal;78557647;2025-05-20;08:12;16:36;42;Tarde
Harrison Rengifo;36015979;2025-07-05;07:31;15:18;1;Tarde
Samuel Bernal;96611364;2025-07-17;08:24;16:32;54;Tarde
Laura Gomez;46909518;2025-06-07;07:53;15:40;23;Tarde
Cristian Sierra;44508601;2025-06-08;07:37;15:59;7;Tarde
Cristian Sierra;59651323;2025-07-05;07:52;16:10;22;Tarde
Samuel Bernal;96698644;2025-04-22;07:36;15:14;6;Tarde
Ana Torres;74472670;2025-06-25;08:06;16:06;36;Tarde
Ana Torres;44301704;2025-03-10;08:14;16:42;44;Tarde
Samuel Bernal;36652194;2025-07-28;08:02;15:53;32;Tarde
Laura Gomez;19542283;2025-06-29;07:44;15:29;14;Tarde
Laura Gomez;46126566;2025-08-03;08:05;16:07;35;Tarde
David Morales;62479954;2025-07-06;07:59;16:17;29;Tarde
Sebastian Garcia;45343094;2025-01-04;07:40;15:55;10;Tarde
Carlos Perez;88067339;2025-08-02;08:29;16:44;59;Tarde
Maria Sanchez;33718066;2025-05-09;07:54;16:05;24;Tarde
Maria Sanchez;98404309;2025-07-24;08:28;16:43;58;Tarde
Cristian Sierra;95911531;2025-07-10;08:13;16:35;43;Tarde
Maria Sanchez;97170640;2025-06-22;08:27;16:35;57;Tarde
Maria Sanchez;37424306;2025-08-18;07:37;15:52;7;Tarde
Maria Sanchez;34790790;2025-05-20;07:43;16:05;13;Tarde
Samuel Bernal;14369949;2025-04-11;08:28;16:50;58;Tarde
Santiago Puerta;59163562;2025-01-02;08:19;16:22;49;Tarde
Santiago Puerta;40925800;2025-02-05;07:48;16:10;18;Tarde
Santiago Puerta;57263127;2025-05-11;07:57;15:49;27;Tarde
David Morales;60146841;2025-08-14;07:32;15:56;2;Tarde
Carlos Perez;93775730;2025-02-12;07:31;15:59;1;Tarde
Maria Sanchez;58231226;2025-07-22;07:31;15:20;1;Tarde
Sebastian Garcia;38231919;2025-06-23;07:52;16:03;22;Tarde
Harrison Rengifo;16110198;2025-01-15;07:48;15:44;18;Tarde
Samuel Bernal;97780736;2025-07-12;08:04;16:14;34;Tarde
Ana Torres;37096008;2025-08-29;08:23;16:40;53;Tarde
Samuel Bernal;14309468;2025-07-21;08:30;16:23;60;Tarde
Ana Torres;59980901;2025-04-20;08:20;16:33;50;Tarde
Samuel Bernal;23060102;2025-04-16;07:51;16:00;21;Tarde
Harrison Rengifo;37728353;2025-06-30;07:52;16:20;22;Tarde
Cristian Sierra;69579152;2025-01-02;07:32;15:59;2;Tarde
Sebastian Garcia;92233154;2025-03-13;08:20;16:14;50;Tarde
Santiago Puerta;99839857;2025-04-07;08:30;16:39;60;Tarde
Carlos Perez;79332925;2025-02-13;08:04;16:23;34;Tarde
Santiago Puerta;26583440;2025-07-30;08:04;16:16;34;Tarde
Harrison Rengifo;74223374;2025-07-26;08:12;16:04;42;Tarde
Maria Sanchez;67444972;2025-08-02;07:38;15:14;8;Tarde
Santiago Puerta;57951103;2025-03-28;07:49;16:13;19;Tarde
David Morales;33040942;2025-08-06;07:46;15:36;16;Tarde
Laura Gomez;84002926;2025-08-29;07:50;16:03;20;Tarde
Laura Gomez;67095810;2025-07-01;08:22;15:59;52;Tarde
Cristian Sierra;46693388;2025-07-14;08:13;16:33;43;Tarde
Cristian Sierra;47731666;2025-01-04;07:35;15:24;5;Tarde
Santiago Puerta;20691423;2025-04-11;08:26;16:56;56;Tarde
Ana Torres;97240716;2025-05-11;07:34;15:20;4;Tarde
Santiago Puerta;75587509;2025-01-18;07:42;15:41;12;Tarde
David Morales;16120884;2025-03-20;07:58;16:20;28;Tarde
Sebastian Garcia;19373506;2025-05-21;07:49;15:34;19;Tarde
Laura Gomez;97700110;2025-08-21;08:27;16:14;57;Tarde
Harrison Rengifo;94604886;2025-05-28;08:03;16:25;33;Tarde
Samuel Bernal;95803129;2025-05-03;08:20;16:37;50;Tarde
Cristian Sierra;63588089;2025-07-05;07:30;15:59;0;-
Samuel Bernal;28309057;2025-05-08;07:51;16:05;21;Tarde
Carlos Perez;56653143;2025-03-22;08:14;16:23;44;Tarde
Cristian Sierra;87119892;2025-06-18;08:12;16:25;42;Tarde
David Morales;76741753;2025-08-15;08:19;16:45;49;Tarde
Ana Torres;23923770;2025-06-21;08:06;15:58;36;Tarde
Harrison Rengifo;34656567;2025-01-11;08:22;16:25;52;Tarde
Harrison Rengifo;24944931;2025-04-03;07:39;15:41;9;Tarde
Santiago Puerta;48329061;2025-01-01;07:48;16:16;18;Tarde
Maria Sanchez;75405431;2025-02-21;07:42;15:50;12;Tarde
Maria Sanchez;21877158;2025-08-20;07:57;16:01;27;Tarde
Samuel Bernal;78517264;2025-02-15;08:16;16:16;46;Tarde
Laura Gomez;15750834;2025-04-27;08:23;16:00;53;Tarde
Santiago Puerta;89880808;2025-08-29;08:07;16:06;37;Tarde
Sebastian Garcia;18826433;2025-02-15;07:33;15:32;3;Tarde
Cristian Sierra;25932724;2025-07-30;08:17;16:43;47;Tarde
Carlos Perez;24423675;2025-06-30;08:14;15:55;44;Tarde
Laura Gomez;53381013;2025-06-30;07:36;15:10;6;Tarde
Sebastian Garcia;96150178;2025-04-25;08:00;16:12;30;Tarde
Sebastian Garcia;84535578;2025-08-08;08:19;16:40;49;Tarde
David Morales;24530669;2025-02-27;07:52;16:07;22;Tarde
David Morales;67055220;2025-01-02;07:53;15:43;23;Tarde
David Morales;54349435;2025-06-29;07:37;16:02;7;Tarde
Harrison Rengifo;23806246;2025-08-29;08:26;16:31;56;Tarde
Cristian Sierra;41987215;2025-07-02;08:13;16:42;43;Tarde
Carlos Perez;31009480;2025-07-30;08:14;16:41;44;Tarde
Sebastian Garcia;66903540;2025-04-02;08:00;16:04;30;Tarde
Carlos Perez;68823543;2025-02-24;07:38;16:08;8;Tarde
Santiago Puerta;40055218;2025-05-04;07:50;15:28;20;Tarde
Maria Sanchez;79201637;2025-04-30;08:01;15:55;31;Tarde
Harrison Rengifo;84707167;2025-07-17;07:50;16:04;20;Tarde
Sebastian Garcia;22703862;2025-06-07;07:46;15:46;16;Tarde
Carlos Perez;53553683;2025-04-23;08:27;16:30;57;Tarde
Santiago Puerta;11250604;2025-05-22;08:19;15:55;49;Tarde
Carlos Perez;87848618;2025-04-14;08:29;16:19;59;Tarde
Samuel Bernal;57719444;2025-07-28;07:42;15:37;12;Tarde
Samuel Bernal;59364088;2025-07-20;07:53;15:23;23;Tarde
Sebastian Garcia;73396986;2025-05-22;07:55;16:10;25;Tarde
Cristian Sierra;44595224;2025-06-28;07:53;15:27;23;Tarde
Ana Torres;70589107;2025-08-29;08:17;15:57;47;Tarde
David Morales;26201011;2025-03-28;07:34;15:10;4;Tarde
Sebastian Garcia;51159886;2025-02-16;07:30;15:01;0;-
Ana Torres;83008095;2025-06-11;07:42;15:45;12;Tarde
Laura Gomez;19724839;2025-02-05;07:45;16:09;15;Tarde
Santiago Puerta;68903635;2025-05-05;07:32;15:54;2;Tarde
Cristian Sierra;33993007;2025-07-01;07:37;15:42;7;Tarde
Maria Sanchez;85014218;2025-01-14;07:35;15:48;5;Tarde
Maria Sanchez;87469104;2025-06-10;07:50;15:32;20;Tarde
Cristian Sierra;46050757;2025-06-22;08:00;16:16;30;Tarde
David Morales;95627445;2025-08-03;08:00;16:24;30;Tarde
David Morales;84846289;2025-07-27;08:27;16:21;57;Tarde
Harrison Rengifo;91191648;2025-05-24;07:30;15:25;0;-
Samuel Bernal;46395151;2025-07-30;07:47;15:19;17;Tarde
Cristian Sierra;65319603;2025-05-14;08:17;16:27;47;Tarde
Carlos Perez;40469906;2025-05-26;08:09;16:24;39;Tarde
Carlos Perez;68886836;2025-04-20;07:38;16:08;8;Tarde
Santiago Puerta;53013801;2025-03-20;08:30;16:44;60;Tarde
Carlos Perez;21088294;2025-05-27;08:03;16:01;33;Tarde
Laura Gomez;22968672;2025-04-03;07:41;15:21;11;Tarde
Harrison Rengifo;65357991;2025-07-03;07:48;15:19;18;Tarde
David Morales;47837013;2025-05-13;08:11;16:28;41;Tarde
Cristian Sierra;91996369;2025-07-14;08:08;16:34;38;Tarde
David Morales;78280375;2025-06-11;07:57;15:36;27;Tarde
Santiago Puerta;95346560;2025-03-02;08:08;16:19;38;Tarde
Sebastian Garcia;37687597;2025-05-25;08:22;16:15;52;Tarde
Ana Torres;89537220;2025-01-12;07:30;15:47;0;-
Laura Gomez;39469527;2025-02-25;07:52;15:45;22;Tarde
Maria Sanchez;99415415;2025-01-27;07:52;15:37;22;Tarde
Santiago Puerta;54034617;2025-07-20;07:38;15:15;8;Tarde
Ana Torres;43196120;2025-06-10;08:18;16:04;48;Tarde
Sebastian Garcia;99533272;2025-02-18;08:17;16:45;47;Tarde
Cristian Sierra;75931899;2025-04-02;08:15;16:38;45;Tarde
Cristian Sierra;75260429;2025-04-17;08:04;15:59;34;Tarde
Harrison Rengifo;99661222;2025-05-05;08:24;16:05;54;Tarde
Cristian Sierra;14492433;2025-05-20;08:22;15:58;52;Tarde
Samuel Bernal;89095352;2025-01-11;07:57;15:56;27;Tarde
Maria Sanchez;23202467;2025-03-04;07:36;15:32;6;Tarde
David Morales;29375162;2025-02-11;08:19;15:59;49;Tarde
Laura Gomez;85844135;2025-05-07;08:03;16:16;33;Tarde
Samuel Bernal;10153374;2025-06-21;07:53;15:30;23;Tarde
Cristian Sierra;56351788;2025-05-05;07:39;15:38;9;Tarde
Santiago Puerta;96209222;2025-06-18;08:29;16:24;59;Tarde
Harrison Rengifo;94359716;2025-04-29;08:11;15:47;41;Tarde
Sebastian Garcia;99861049;2025-08-20;07:37;15:25;7;Tarde
Maria Sanchez;53189615;2025-07-15;07:45;15:58;15;Tarde
Cristian Sierra;71762745;2025-06-27;07:33;15:35;3;Tarde
Ana Torres;77079546;2025-08-27;07:38;15:14;8;Tarde
David Morales;72111462;2025-02-21;07:51;15:50;21;Tarde
Sebastian Garcia;58557281;2025-02-19;07:41;15:43;11;Tarde
Santiago Puerta;86914036;2025-05-20;08:05;15:40;35;Tarde
David Morales;21991238;2025-05-21;07:33;15:15;3;Tarde
David Morales;11092567;2025-06-24;07:35;15:42;5;Tarde
Santiago Puerta;59497000;2025-08-03;08:22;16:33;52;Tarde
Samuel Bernal;49000741;2025-03-03;07:51;15:24;21;Tarde
Ana Torres;96719535;2025-01-18;08:05;15:44;35;Tarde
David Morales;71058652;2025-08-26;07:35;15:33;5;Tarde
Sebastian Garcia;27847388;2025-05-10;08:12;16:41;42;Tarde
Santiago Puerta;48283937;2025-07-27;07:31;15:27;1;Tarde
Laura Gomez;41183576;2025-07-30;08:27;16:21;57;Tarde
Cristian Sierra;73804505;2025-08-27;07:54;15:35;24;Tarde
Harrison Rengifo;86079875;2025-06-09;08:10;16:39;40;Tarde
Sebastian Garcia;91330105;2025-07-16;07:43;16:05;13;Tarde
Maria Sanchez;98776385;2025-07-09;07:34;15:59;4;Tarde
Cristian Sierra;53801672;2025-03-20;07:33;15:58;3;Tarde
Samuel Bernal;96159542;2025-01-06;08:26;16:41;56;Tarde
David Morales;58105165;2025-04-08;07:39;15:29;9;Tarde
Harrison Rengifo;16596355;2025-05-12;08:21;15:59;51;Tarde
Laura Gomez;44309994;2025-04-18;08:20;16:03;50;Tarde
Cristian Sierra;71244269;2025-04-20;07:42;15:52;12;Tarde
Carlos Perez;24206173;2025-02-03;08:07;16:04;37;Tarde
Samuel Bernal;18780533;2025-03-11;07:45;16:02;15;Tarde
Cristian Sierra;44022403;2025-07-04;08:24;16:51;54;Tarde
Samuel Bernal;50687685;2025-01-29;07:41;15:19;11;Tarde
Carlos Perez;78972203;2025-07-23;08:04;16:33;34;Tarde
Cristian Sierra;58712209;2025-01-25;07:33;15:27;3;Tarde
Cristian Sierra;12772205;2025-05-28;08:26;16:31;56;Tarde
Ana Torres;99301923;2025-08-17;08:24;16:21;54;Tarde
Laura Gomez;76147478;2025-04-14;07:36;15:19;6;Tarde
Carlos Perez;14295621;2025-01-05;08:29;16:34;59;Tarde
Samuel Bernal;78798311;2025-04-18;07:49;16:10;19;Tarde
David Morales;14665378;2025-02-22;07:30;15:56;0;-
Cristian Sierra;98619126;2025-02-14;08:03;16:19;33;Tarde
Santiago Puerta;69366674;2025-04-10;07:42;15:13;12;Tarde
Sebastian Garcia;45901321;2025-06-05;08:14;16:39;44;Tarde
Maria Sanchez;13141828;2025-05-16;08:12;15:57;42;Tarde
Santiago Puerta;83712128;2025-03-30;07:48;15:23;18;Tarde
Sebastian Garcia;59049381;2025-06-10;08:00;15:46;30;Tarde
Cristian Sierra;92091529;2025-05-10;08:20;16:03;50;Tarde
Laura Gomez;40282954;2025-05-03;08:19;16:10;49;Tarde
Santiago Puerta;46824556;2025-04-03;07:44;15:56;14;Tarde
Sebastian Garcia;94545043;2025-01-22;08:13;16:36;43;Tarde
Carlos Perez;66932733;2025-06-30;07:52;15:36;22;Tarde
Harrison Rengifo;33493096;2025-08-21;07:41;15:23;11;Tarde
Sebastian Garcia;83142282;2025-07-11;08:23;16:19;53;Tarde
David Morales;80052195;2025-03-23;08:04;16:11;34;Tarde
Harrison Rengifo;58378300;2025-02-27;08:19;16:21;49;Tarde
Laura Gomez;86175583;2025-04-06;08:19;16:12;49;Tarde
Santiago Puerta;37221880;2025-02-09;08:11;16:06;41;Tarde
Samuel Bernal;41968418;2025-08-03;08:14;15:56;44;Tarde
Maria Sanchez;10775157;2025-03-20;07:52;15:32;22;Tarde
Sebastian Garcia;20607775;2025-03-13;08:16;15:54;46;Tarde
Samuel Bernal;95215581;2025-02-20;07:58;16:04;28;Tarde
Carlos Perez;28598520;2025-07-13;08:23;16:31;53;Tarde
Samuel Bernal;46201354;2025-04-27;07:50;15:33;20;Tarde
Maria Sanchez;71850363;2025-01-04;08:26;16:17;56;Tarde
Maria Sanchez;71455071;2025-05-17;07:42;15:37;12;Tarde
Laura Gomez;79590741;2025-02-08;07:38;15:54;8;Tarde
Santiago Puerta;81475198;2025-01-19;07:48;15:58;18;Tarde
Samuel Bernal;10990437;2025-04-30;07:54;15:31;24;Tarde
David Morales;61048890;2025-07-18;07:47;16:02;17;Tarde
Santiago Puerta;60077321;2025-03-01;08:18;15:53;48;Tarde
Cristian Sierra;50024277;2025-03-28;08:13;16:05;43;Tarde
David Morales;10696731;2025-02-03;08:13;16:08;43;Tarde
David Morales;28624943;2025-08-17;07:55;15:30;25;Tarde
Maria Sanchez;39452974;2025-04-16;08:11;16:12;41;Tarde
Sebastian Garcia;80760221;2025-04-11;08:17;16:24;47;Tarde
Harrison Rengifo;42125057;2025-02-25;08:30;16:29;60;Tarde
Ana Torres;25683912;2025-04-12;07:58;15:50;28;Tarde
Samuel Bernal;36078196;2025-06-17;08:07;16:37;37;Tarde
Ana Torres;28659789;2025-07-15;07:53;15:50;23;Tarde
Santiago Puerta;69214840;2025-01-30;07:48;16:15;18;Tarde
Laura Gomez;32696641;2025-02-03;08:19;16:05;49;Tarde
David Morales;64462821;2025-05-19;08:16;15:54;46;Tarde
Ana Torres;36333624;2025-04-21;07:40;15:28;10;Tarde
Maria Sanchez;33259111;2025-04-30;07:33;15:24;3;Tarde
Santiago Puerta;11010973;2025-08-15;07:30;15:24;0;-
Laura Gomez;44026038;2025-03-22;08:11;15:54;41;Tarde
Maria Sanchez;45798922;2025-03-26;07:51;15:35;21;Tarde
Samuel Bernal;57180829;2025-02-22;07:52;15:58;22;Tarde
Ana Torres;53409107;2025-04-01;08:29;16:56;59;Tarde
Harrison Rengifo;96224612;2025-05-29;07:51;15:52;21;Tarde
Laura Gomez;12493291;2025-05-23;07:33;15:40;3;Tarde
Ana Torres;42278375;2025-06-19;07:52;15:46;22;Tarde
Harrison Rengifo;26034265;2025-03-09;07:39;15:43;9;Tarde
Laura Gomez;16588035;2025-08-19;07:40;15:21;10;Tarde
Maria Sanchez;97940438;2025-01-10;08:26;16:42;56;Tarde
Carlos Perez;33775639;2025-05-04;08:07;15:48;37;Tarde
Samuel Bernal;40146730;2025-07-07;08:05;16:03;35;Tarde
Ana Torres;99138216;2025-06-06;08:06;15:37;36;Tarde
David Morales;11864763;2025-06-02;08:30;16:00;60;Tarde
Samuel Bernal;69242596;2025-08-01;08:19;15:50;49;Tarde
Maria Sanchez;72793894;2025-08-19;08:08;16:25;38;Tarde
Samuel Bernal;95326668;2025-05-05;08:25;16:23;55;Tarde
David Morales;35435871;2025-07-29;08:28;16:31;58;Tarde
Maria Sanchez;50245349;2025-02-17;08:11;16:17;41;Tarde
Cristian Sierra;21244129;2025-03-24;07:47;16:01;17;Tarde
Ana Torres;72068104;2025-05-23;07:40;16:05;10;Tarde
Harrison Rengifo;21222751;2025-01-27;08:07;16:15;37;Tarde
David Morales;24054023;2025-04-02;08:00;16:13;30;Tarde
Santiago Puerta;57858642;2025-07-23;08:30;16:26;60;Tarde
Harrison Rengifo;90943202;2025-02-10;07:43;15:55;13;Tarde
Santiago Puerta;14277023;2025-06-16;08:13;16:36;43;Tarde
Samuel Bernal;71258428;2025-05-02;07:32;15:20;2;Tarde
David Morales;88488328;2025-07-10;08:00;16:29;30;Tarde
Santiago Puerta;95655436;2025-01-31;07:38;15:15;8;Tarde
Laura Gomez;33324329;2025-04-08;08:23;16:17;53;Tarde
Harrison Rengifo;71979558;2025-03-17;07:46;16:07;16;Tarde
Harrison Rengifo;18951468;2025-01-20;08:02;16:06;32;Tarde
Ana Torres;70571869;2025-01-16;08:15;16:09;45;Tarde
Carlos Perez;46146140;2025-06-02;08:10;15:50;40;Tarde
Cristian Sierra;67945120;2025-06-19;07:38;15:47;8;Tarde
Harrison Rengifo;46585487;2025-02-22;08:04;15:37;34;Tarde
Santiago Puerta;23073695;2025-03-19;07:47;16:12;17;Tarde
Carlos Perez;38023529;2025-08-29;08:29;16:47;59;Tarde
Santiago Puerta;28512863;2025-07-25;08:05;16:26;35;Tarde
Maria Sanchez;43608635;2025-03-13;08:13;16:01;43;Tarde
Maria Sanchez;77316028;2025-03-28;08:02;15:48;32;Tarde
David Morales;34549394;2025-01-28;08:14;16:04;44;Tarde
David Morales;12417045;2025-03-20;07:46;16:00;16;Tarde
Carlos Perez;44748327;2025-02-22;07:46;15:39;16;Tarde
David Morales;21971229;2025-04-15;07:46;16:11;16;Tarde
Harrison Rengifo;55568142;2025-03-11;08:25;16:38;55;Tarde
Ana Torres;25978500;2025-01-17;07:52;16:11;22;Tarde
Santiago Puerta;80579549;2025-07-11;07:35;16:04;5;Tarde
Harrison Rengifo;10089603;2025-04-20;08:30;16:13;60;Tarde
David Morales;39932023;2025-05-23;08:02;15:47;32;Tarde
Sebastian Garcia;83184779;2025-02-26;08:02;15:46;32;Tarde
Cristian Sierra;29358138;2025-01-25;07:34;16:03;4;Tarde
Sebastian Garcia;80807440;2025-03-11;08:12;16:24;42;Tarde
Laura Gomez;95975788;2025-07-11;08:28;16:30;58;Tarde
Sebastian Garcia;35331886;2025-01-11;08:19;16:23;49;Tarde
David Morales;27971879;2025-03-28;08:15;16:37;45;Tarde
Cristian Sierra;64848370;2025-04-28;08:21;16:21;51;Tarde
Laura Gomez;55823527;2025-05-17;08:08;16:24;38;Tarde
Maria Sanchez;20488447;2025-08-06;07:37;15:23;7;Tarde
Sebastian Garcia;93892143;2025-02-15;07:43;15:45;13;Tarde
Harrison Rengifo;58701573;2025-07-29;08:12;15:58;42;Tarde
Sebastian Garcia;46594155;2025-01-29;08:21;16:25;51;Tarde
Carlos Perez;42899418;2025-01-27;07:54;16:06;24;Tarde
Carlos Perez;85308036;2025-06-21;07:55;15:54;25;Tarde
David Morales;55753903;2025-04-27;08:10;16:15;40;Tarde
Sebastian Garcia;92724849;2025-02-07;08:06;15:41;36;Tarde
Laura Gomez;75580615;2025-06-22;07:37;15:55;7;Tarde
David Morales;79137798;2025-02-07;07:51;16:14;21;Tarde
Carlos Perez;87614995;2025-02-27;07:30;15:53;0;-
Ana Torres;15120337;2025-02-28;07:54;15:57;24;Tarde
Santiago Puerta;90426480;2025-07-30;07:52;15:25;22;Tarde
David Morales;51059922;2025-05-27;08:22;16:33;52;Tarde
Maria Sanchez;10553307;2025-06-07;07:41;15:22;11;Tarde
Cristian Sierra;98287625;2025-07-17;08:29;16:11;59;Tarde
Santiago Puerta;55115557;2025-08-24;07:31;15:30;1;Tarde
Cristian Sierra;11599154;2025-06-04;07:37;15:30;7;Tarde
Samuel Bernal;78033775;2025-03-11;08:27;15:59;57;Tarde
David Morales;72257969;2025-06-01;08:11;16:01;41;Tarde
Maria Sanchez;77436658;2025-05-23;07:34;15:36;4;Tarde
Cristian Sierra;71806661;2025-06-15;08:29;16:16;59;Tarde
David Morales;81428078;2025-06-18;08:20;16:01;50;Tarde
Santiago Puerta;68581253;2025-07-17;07:54;15:37;24;Tarde
Ana Torres;75808811;2025-02-08;08:29;16:35;59;Tarde
Santiago Puerta;58878586;2025-07-21;07:45;15:45;15;Tarde
Maria Sanchez;36341802;2025-03-18;08:27;16:24;57;Tarde
Santiago Puerta;83741254;2025-04-15;07:41;16:08;11;Tarde
Carlos Perez;29845614;2025-05-17;08:01;16:08;31;Tarde
Santiago Puerta;16601076;2025-07-06;08:09;15:44;39;Tarde
Cristian Sierra;21169583;2025-06-29;08:13;15:44;43;Tarde
Sebastian Garcia;76948966;2025-08-27;07:39;15:40;9;Tarde
Carlos Perez;80113352;2025-07-31;07:33;16:03;3;Tarde
